pt,comparator,a_dato_cases,b_dato_without_pt,c_comparator_cases,d_comparator_without_pt,n_dato,n_comparator,ror,ror_ci_lower,ror_ci_upper,prr,chi2_yates,ic,ic025,expected_count,ebgm,eb05,ror_signal,prr_signal,bcpnn_signal,mgps_signal,consensus_signal
Urinary bladder rupture,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Abnormal sensation in eye,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Laryngopharyngitis,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Corneal erosion,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Discouragement,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Coronavirus test positive,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Paraesthesia oral,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Incorrect drug administration rate,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Respiratory syncytial virus test positive,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Duodenal perforation,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Product prescribing issue,active_breast_comparator_class_exclusion,2,194,1,3090,196,3091,31.855670103092784,2.8758144312090335,352.8682889634331,31.540816326530607,10.38484165034927,1.8806857447158174,-1.9892123143550944,0.17888652266504412,7.768728277404034,2.6245821363546353,False,False,False,False,False
Aphthous ulcer,active_breast_comparator_class_exclusion,2,194,1,3090,196,3091,31.855670103092784,2.8758144312090335,352.8682889634331,31.540816326530607,10.38484165034927,1.8806857447158174,-1.9892123143550944,0.17888652266504412,7.768728277404034,2.6245821363546353,False,False,False,False,False
Keratitis,active_breast_comparator_class_exclusion,3,193,3,3088,196,3091,16.0,3.2080440295125223,79.79940351345502,15.770408163265307,13.665247885465941,2.028687035524543,-1.3780820282390107,0.35777304533008825,7.019167153736628,2.796859712508128,True,True,False,True,False
Cerebral haemorrhage,active_breast_comparator_class_exclusion,2,194,2,3089,196,3091,15.922680412371134,2.230850863155294,113.64800565642227,15.770408163265303,7.10357701040304,1.7592282556611178,-1.985788969501801,0.23851536355339215,6.627949167529856,2.2391820597409637,False,False,False,False,False
Catheter site infection,active_breast_comparator_class_exclusion,2,194,2,3089,196,3091,15.922680412371134,2.230850863155294,113.64800565642227,15.770408163265303,7.10357701040304,1.7592282556611178,-1.985788969501801,0.23851536355339215,6.627949167529856,2.2391820597409637,False,False,False,False,False
Ocular hyperaemia,active_breast_comparator_class_exclusion,2,194,2,3089,196,3091,15.922680412371134,2.230850863155294,113.64800565642227,15.770408163265303,7.10357701040304,1.7592282556611178,-1.985788969501801,0.23851536355339215,6.627949167529856,2.2391820597409637,False,False,False,False,False
Somnolence,active_breast_comparator_class_exclusion,2,194,2,3089,196,3091,15.922680412371134,2.230850863155294,113.64800565642227,15.770408163265303,7.10357701040304,1.7592282556611178,-1.985788969501801,0.23851536355339215,6.627949167529856,2.2391820597409637,False,False,False,False,False
Cerebrovascular accident,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Intentional product use issue,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Skin irritation,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Erythema multiforme,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Swelling,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Migraine,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Coronavirus infection,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Leukoencephalopathy,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Herpes zoster,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Conjunctivitis,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Skin disorder,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Osteomyelitis,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Metastases to pleura,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Compression fracture,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Oral discomfort,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Therapeutic response unexpected,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Feeling abnormal,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Candida infection,active_breast_comparator_class_exclusion,2,194,4,3087,196,3091,7.956185567010309,1.448243697260499,43.70872726492321,7.885204081632652,3.8850030511741207,1.5432602083543012,-1.9950839935623386,0.35777304533008825,5.123310279122384,1.7308558308953919,False,False,False,False,False
Inflammation,active_breast_comparator_class_exclusion,2,194,4,3087,196,3091,7.956185567010309,1.448243697260499,43.70872726492321,7.885204081632652,3.8850030511741207,1.5432602083543012,-1.9950839935623386,0.35777304533008825,5.123310279122384,1.7308558308953919,False,False,False,False,False
Jaundice cholestatic,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Dysarthria,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Pneumonia aspiration,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Disseminated intravascular coagulation,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Eye pruritus,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Oral candidiasis,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Hypoacusis,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Malaise,active_breast_comparator_class_exclusion,7,189,20,3071,196,3091,5.687037037037037,2.3750099495276156,13.617791482121508,5.519642857142857,15.92517350043977,1.8296621577233114,-0.37388401591332543,1.609978703985397,4.32148103126726,2.309608964716421,True,True,False,True,False
Wheezing,active_breast_comparator_class_exclusion,1,195,3,3088,196,3091,5.2786324786324785,0.5465287073623357,50.98352651766656,5.256802721088436,0.30521474850473435,1.0222626614949117,-2.9973596968967238,0.23851536355339215,4.186119716374182,1.054652554493101,False,False,False,False,False
Anuria,active_breast_comparator_class_exclusion,1,195,3,3088,196,3091,5.2786324786324785,0.5465287073623357,50.98352651766656,5.256802721088436,0.30521474850473435,1.0222626614949117,-2.9973596968967238,0.23851536355339215,4.186119716374182,1.054652554493101,False,False,False,False,False
Intestinal perforation,active_breast_comparator_class_exclusion,1,195,3,3088,196,3091,5.2786324786324785,0.5465287073623357,50.98352651766656,5.256802721088436,0.30521474850473435,1.0222626614949117,-2.9973596968967238,0.23851536355339215,4.186119716374182,1.054652554493101,False,False,False,False,False
Lung disorder,active_breast_comparator_class_exclusion,1,195,3,3088,196,3091,5.2786324786324785,0.5465287073623357,50.98352651766656,5.256802721088436,0.30521474850473435,1.0222626614949117,-2.9973596968967238,0.23851536355339215,4.186119716374182,1.054652554493101,False,False,False,False,False
Oral pain,active_breast_comparator_class_exclusion,2,194,7,3084,196,3091,4.5419734904270985,0.9372389621584257,22.01095347149623,4.505830903790087,1.8439627929550284,1.2699858942751003,-2.033246694397045,0.5366595679951324,3.8218788545595124,1.2911810801986592,False,False,False,False,False
Blister,active_breast_comparator_class_exclusion,2,194,7,3084,196,3091,4.5419734904270985,0.9372389621584257,22.01095347149623,4.505830903790087,1.8439627929550284,1.2699858942751003,-2.033246694397045,0.5366595679951324,3.8218788545595124,1.2911810801986592,False,False,False,False,False
Osteonecrosis of jaw,active_breast_comparator_class_exclusion,3,193,11,3080,196,3091,4.352331606217617,1.2042172249710672,15.73037656136828,4.301020408163265,3.5473237901975962,1.3907272530586288,-1.485858343751878,0.8348037724368725,3.6786989068624822,1.4658156077069855,True,False,False,False,False
Performance status decreased,active_breast_comparator_class_exclusion,1,195,4,3087,196,3091,3.957692307692308,0.4402293981868961,35.579923709949774,3.942602040816326,0.14555190738011092,0.9102411671586575,-3.007474711039306,0.29814420444174017,3.6501262302819124,0.9196141567407072,False,False,False,False,False
Lip swelling,active_breast_comparator_class_exclusion,1,195,4,3087,196,3091,3.957692307692308,0.4402293981868961,35.579923709949774,3.942602040816326,0.14555190738011092,0.9102411671586575,-3.007474711039306,0.29814420444174017,3.6501262302819124,0.9196141567407072,False,False,False,False,False
Inappropriate antidiuretic hormone secretion,active_breast_comparator_class_exclusion,1,195,4,3087,196,3091,3.957692307692308,0.4402293981868961,35.579923709949774,3.942602040816326,0.14555190738011092,0.9102411671586575,-3.007474711039306,0.29814420444174017,3.6501262302819124,0.9196141567407072,False,False,False,False,False
Pulmonary toxicity,active_breast_comparator_class_exclusion,2,194,9,3082,196,3091,3.5303550973654065,0.7575563086405425,16.452119758410916,3.5045351473922897,1.1589841794155544,1.1128899735340152,-2.0676101160003078,0.6559172497718284,3.268385243164624,1.104189156529672,False,False,False,False,False
Oedema peripheral,active_breast_comparator_class_exclusion,2,194,9,3082,196,3091,3.5303550973654065,0.7575563086405425,16.452119758410916,3.5045351473922897,1.1589841794155544,1.1128899735340152,-2.0676101160003078,0.6559172497718284,3.268385243164624,1.104189156529672,False,False,False,False,False
Interstitial lung disease,active_breast_comparator_class_exclusion,8,188,38,3053,196,3091,3.4188129899216126,1.572663978296789,7.432154879464644,3.3200859291084854,8.897886534014225,1.390166434894067,-0.45544706061995943,2.74292668086401,2.9826544636085566,1.6570432964621,True,True,False,False,False
Therapy cessation,active_breast_comparator_class_exclusion,1,195,5,3086,196,3091,3.1651282051282053,0.3679710577279196,27.225066603758545,3.154081632653061,0.060235202861776416,0.806294614188095,-3.0215101847210755,0.35777304533008825,3.235810901749816,0.8152313991495083,False,False,False,False,False
Pulmonary embolism,active_breast_comparator_class_exclusion,1,195,5,3086,196,3091,3.1651282051282053,0.3679710577279196,27.225066603758545,3.154081632653061,0.060235202861776416,0.806294614188095,-3.0215101847210755,0.35777304533008825,3.235810901749816,0.8152313991495083,False,False,False,False,False
Dysphonia,active_breast_comparator_class_exclusion,1,195,5,3086,196,3091,3.1651282051282053,0.3679710577279196,27.225066603758545,3.154081632653061,0.060235202861776416,0.806294614188095,-3.0215101847210755,0.35777304533008825,3.235810901749816,0.8152313991495083,False,False,False,False,False
Therapy non-responder,active_breast_comparator_class_exclusion,1,195,5,3086,196,3091,3.1651282051282053,0.3679710577279196,27.225066603758545,3.154081632653061,0.060235202861776416,0.806294614188095,-3.0215101847210755,0.35777304533008825,3.235810901749816,0.8152313991495083,False,False,False,False,False
Amnesia,active_breast_comparator_class_exclusion,1,195,5,3086,196,3091,3.1651282051282053,0.3679710577279196,27.225066603758545,3.154081632653061,0.060235202861776416,0.806294614188095,-3.0215101847210755,0.35777304533008825,3.235810901749816,0.8152313991495083,False,False,False,False,False
Meningitis,active_breast_comparator_class_exclusion,1,195,5,3086,196,3091,3.1651282051282053,0.3679710577279196,27.225066603758545,3.154081632653061,0.060235202861776416,0.806294614188095,-3.0215101847210755,0.35777304533008825,3.235810901749816,0.8152313991495083,False,False,False,False,False
Lacrimation increased,active_breast_comparator_class_exclusion,2,194,11,3080,196,3091,2.88659793814433,0.635365628642415,13.114413624015237,2.86734693877551,0.723583106616748,0.9712329218689533,-2.105885873841534,0.7751749315485245,2.8549277910858915,0.9645069583474034,False,False,False,False,False
Hepatic enzyme increased,active_breast_comparator_class_exclusion,2,194,11,3080,196,3091,2.88659793814433,0.635365628642415,13.114413624015237,2.86734693877551,0.723583106616748,0.9712329218689533,-2.105885873841534,0.7751749315485245,2.8549277910858915,0.9645069583474034,False,False,False,False,False
Hepatic function abnormal,active_breast_comparator_class_exclusion,3,193,17,3074,196,3091,2.810728436452301,0.8166510018726338,9.6738929179857,2.7830132052821126,1.5335476267845771,1.0481336099137484,-1.5992316104518025,1.1925768177669607,2.71104549508791,1.080244102742525,False,False,False,False,False
Ascites,active_breast_comparator_class_exclusion,2,194,12,3079,196,3091,2.645189003436426,0.5878717107685016,11.902298980765813,2.628401360544218,0.5660692320730735,0.905300425888387,-2.125961511522889,0.8348037724368725,2.685092904974009,0.9071300502741019,False,False,False,False,False
Dry skin,active_breast_comparator_class_exclusion,2,194,12,3079,196,3091,2.645189003436426,0.5878717107685016,11.902298980765813,2.628401360544218,0.5660692320730735,0.905300425888387,-2.125961511522889,0.8348037724368725,2.685092904974009,0.9071300502741019,False,False,False,False,False
Hyponatraemia,active_breast_comparator_class_exclusion,1,195,6,3085,196,3091,2.6367521367521367,0.31586662485301586,22.010751638930483,2.628401360544218,0.017418566535370363,0.7093367219414388,-3.0384907883319947,0.41740188621843627,2.905963359983854,0.7321294870957236,False,False,False,False,False
Infusion related hypersensitivity reaction,active_breast_comparator_class_exclusion,1,195,6,3085,196,3091,2.6367521367521367,0.31586662485301586,22.010751638930483,2.628401360544218,0.017418566535370363,0.7093367219414388,-3.0384907883319947,0.41740188621843627,2.905963359983854,0.7321294870957236,False,False,False,False,False
Dehydration,active_breast_comparator_class_exclusion,2,194,13,3078,196,3091,2.440919904837431,0.5469460932476135,10.893376980634589,2.426216640502355,0.43799024451851226,0.8422498778180565,-2.1464612248214348,0.8944326133252206,2.5343298546514776,0.856196358868039,False,False,False,False,False
Infusion related reaction,active_breast_comparator_class_exclusion,8,188,53,3038,196,3091,2.439181051786431,1.1431443753036448,5.204595615329526,2.380438968040046,4.4444544910882335,1.0387525925394703,-0.6563176328521301,3.6373592941892303,2.281513527999678,1.267517489366017,True,True,False,False,False
Metastases to liver,active_breast_comparator_class_exclusion,3,193,21,3070,196,3091,2.2723908216136195,0.6719183653516025,7.685100322346034,2.252915451895044,0.8552561935284696,0.8579378886030461,-1.6768327768189213,1.431092181320353,2.3065630635805303,0.9190738966023156,False,False,False,False,False
Insomnia,active_breast_comparator_class_exclusion,1,195,7,3084,196,3091,2.2593406593406593,0.2765821308689018,18.456073785075585,2.2529154518950434,0.0011789818714981355,0.6184866606948006,-3.057691634992638,0.4770307271067843,2.6371420788833815,0.6644025537961937,False,False,False,False,False
Posterior reversible encephalopathy syndrome,active_breast_comparator_class_exclusion,1,195,7,3084,196,3091,2.2593406593406593,0.2765821308689018,18.456073785075585,2.2529154518950434,0.0011789818714981355,0.6184866606948006,-3.057691634992638,0.4770307271067843,2.6371420788833815,0.6644025537961937,False,False,False,False,False
Cataract,active_breast_comparator_class_exclusion,1,195,7,3084,196,3091,2.2593406593406593,0.2765821308689018,18.456073785075585,2.2529154518950434,0.0011789818714981355,0.6184866606948006,-3.057691634992638,0.4770307271067843,2.6371420788833815,0.6644025537961937,False,False,False,False,False
Pruritus,active_breast_comparator_class_exclusion,5,191,38,3053,196,3091,2.1031964728575363,0.8184390491530085,5.4047218397242105,2.0750537056928033,1.5750248977327306,0.8439964128708912,-1.1717754862483465,2.564040158198966,2.08064415624944,0.9992440053221575,False,False,False,False,False
Death,active_breast_comparator_class_exclusion,4,192,31,3060,196,3091,2.056451612903226,0.718573933852882,5.885258338744732,2.0348913759052007,1.028262460070931,0.7986396879820401,-1.4076211329190669,2.087009431092181,2.0780158117495597,0.9229745892292429,False,False,False,False,False
Muscular weakness,active_breast_comparator_class_exclusion,1,195,8,3083,196,3091,1.9762820512820514,0.24592997647720471,15.881312242477325,1.971301020408163,0.0,0.5330203001088942,-3.078565974948183,0.5366595679951324,2.4138450706657566,0.6081450226973545,False,False,False,False,False
Bacteraemia,active_breast_comparator_class_exclusion,1,195,8,3083,196,3091,1.9762820512820514,0.24592997647720471,15.881312242477325,1.971301020408163,0.0,0.5330203001088942,-3.078565974948183,0.5366595679951324,2.4138450706657566,0.6081450226973545,False,False,False,False,False
Nausea,active_breast_comparator_class_exclusion,16,180,146,2945,196,3091,1.7929984779299848,1.047333355382809,3.069551375726204,1.728263908303047,3.949332488434511,0.6995837663656518,-0.4280642154327984,9.659872223912382,1.6971552646956949,1.1165731747938221,True,False,False,False,False
Hepatic failure,active_breast_comparator_class_exclusion,1,195,9,3082,196,3091,1.756125356125356,0.2213578358678984,13.932085369080225,1.7522675736961448,0.0,0.4523351117934364,-3.1006962166480414,0.5962884088834803,2.2254109295539486,0.5606708552721059,False,False,False,False,False
Hypocalcaemia,active_breast_comparator_class_exclusion,1,195,9,3082,196,3091,1.756125356125356,0.2213578358678984,13.932085369080225,1.7522675736961448,0.0,0.4523351117934364,-3.1006962166480414,0.5962884088834803,2.2254109295539486,0.5606708552721059,False,False,False,False,False
Palpitations,active_breast_comparator_class_exclusion,1,195,9,3082,196,3091,1.756125356125356,0.2213578358678984,13.932085369080225,1.7522675736961448,0.0,0.4523351117934364,-3.1006962166480414,0.5962884088834803,2.2254109295539486,0.5606708552721059,False,False,False,False,False
Off label use,active_breast_comparator_class_exclusion,26,170,251,2840,196,3091,1.7304898054839466,1.1229495132614922,2.6667227079393556,1.633588096593219,5.673124344350141,0.6389996221444921,-0.2394041252742709,16.517188926072407,1.598929818708841,1.151131242552626,True,False,False,False,False
Product use issue,active_breast_comparator_class_exclusion,1,195,10,3081,196,3091,1.58,0.20122547497980733,12.405983885740662,1.5770408163265306,0.0,0.37592437936780904,-3.1237599930924853,0.6559172497718284,2.0642662701978587,0.5200720100054386,False,False,False,False,False
Dry mouth,active_breast_comparator_class_exclusion,1,195,10,3081,196,3091,1.58,0.20122547497980733,12.405983885740662,1.5770408163265306,0.0,0.37592437936780904,-3.1237599930924853,0.6559172497718284,2.0642662701978587,0.5200720100054386,False,False,False,False,False
Cardiac arrest,active_breast_comparator_class_exclusion,1,195,10,3081,196,3091,1.58,0.20122547497980733,12.405983885740662,1.5770408163265306,0.0,0.37592437936780904,-3.1237599930924853,0.6559172497718284,2.0642662701978587,0.5200720100054386,False,False,False,False,False
Alopecia,active_breast_comparator_class_exclusion,4,192,41,3050,196,3091,1.5497967479674797,0.5494296772310701,4.371569391946838,1.538576406172225,0.2680068658277682,0.49940285478782587,-1.5714991594766583,2.6832978399756615,1.6433755789529008,0.7299241378997866,False,False,False,False,False
Cough,active_breast_comparator_class_exclusion,5,191,52,3039,196,3091,1.529903342730568,0.6040596516448906,3.874789901501549,1.5163854003139718,0.3860685385445021,0.4963852133257543,-1.3756695937948629,3.398843930635838,1.5936184320396338,0.7653464722468345,False,False,False,False,False
Metastases to central nervous system,active_breast_comparator_class_exclusion,2,194,21,3070,196,3091,1.5071183112420226,0.3508258274540269,6.474453778288765,1.5019436345966957,0.01290090176083339,0.41776130691930013,-2.3155139140401717,1.371463340432005,1.7487962119982032,0.5908121811243043,False,False,False,False,False
Platelet count decreased,active_breast_comparator_class_exclusion,2,194,21,3070,196,3091,1.5071183112420226,0.3508258274540269,6.474453778288765,1.5019436345966957,0.01290090176083339,0.41776130691930013,-2.3155139140401717,1.371463340432005,1.7487962119982032,0.5908121811243043,False,False,False,False,False
Constipation,active_breast_comparator_class_exclusion,4,192,43,3048,196,3091,1.4767441860465116,0.5246334307382486,4.1567564384020566,1.467014712861889,0.18724940579137997,0.4463421855316129,-1.6025434773919442,2.8025555217523577,1.5773898360462573,0.7006158123279187,False,False,False,False,False
Fatigue,active_breast_comparator_class_exclusion,7,189,77,3014,196,3091,1.4497354497354498,0.6595452303416506,3.1866394866216066,1.433673469387755,0.484469473054732,0.44514658183813904,-1.1415342673317286,5.008822634621235,1.4839696533204632,0.7931053242806875,False,False,False,False,False
Vision blurred,active_breast_comparator_class_exclusion,1,195,11,3080,196,3091,1.435897435897436,0.18443224241022466,11.17918114247538,1.433673469387755,0.0,0.3033579027011298,-3.147506181793398,0.7155460906601765,1.9248831833437108,0.4849557833889705,False,False,False,False,False
Breast pain,active_breast_comparator_class_exclusion,1,195,11,3080,196,3091,1.435897435897436,0.18443224241022466,11.17918114247538,1.433673469387755,0.0,0.3033579027011298,-3.147506181793398,0.7155460906601765,1.9248831833437108,0.4849557833889705,False,False,False,False,False
Renal failure,active_breast_comparator_class_exclusion,1,195,11,3080,196,3091,1.435897435897436,0.18443224241022466,11.17918114247538,1.433673469387755,0.0,0.3033579027011298,-3.147506181793398,0.7155460906601765,1.9248831833437108,0.4849557833889705,False,False,False,False,False
Rash,active_breast_comparator_class_exclusion,5,191,59,3032,196,3091,1.345283521164256,0.5336817274886559,3.3911368126325225,1.336475268073331,0.13286290655196187,0.34965458776460534,-1.4686594560439241,3.8162458168542743,1.4266475335915265,0.685157522667739,False,False,False,False,False
Throat tightness,active_breast_comparator_class_exclusion,1,195,12,3079,196,3091,1.3158119658119658,0.17021267856920638,10.1717518573095,1.314200680272109,0.0,0.23426732770274689,-3.171737659115348,0.7751749315485245,1.8031323435063757,0.4542818316279005,False,False,False,False,False
Renal impairment,active_breast_comparator_class_exclusion,1,195,12,3079,196,3091,1.3158119658119658,0.17021267856920638,10.1717518573095,1.314200680272109,0.0,0.23426732770274689,-3.171737659115348,0.7751749315485245,1.8031323435063757,0.4542818316279005,False,False,False,False,False
Chest discomfort,active_breast_comparator_class_exclusion,3,193,39,3052,196,3091,1.2164208848146671,0.3725487723803924,3.9717746472734716,1.2131083202511774,0.0,0.22027258429780297,-2.003656281706387,2.5044113173106175,1.3800262004200592,0.5498857054723099,False,False,False,False,False
Metastases to lung,active_breast_comparator_class_exclusion,1,195,13,3078,196,3091,1.2142011834319526,0.1580182320551123,9.329838048899099,1.2131083202511774,0.0,0.16833483172218086,-3.196298702633877,0.8348037724368725,1.6958670119066657,0.4272573641866851,False,False,False,False,False
Pain in extremity,active_breast_comparator_class_exclusion,1,195,13,3078,196,3091,1.2142011834319526,0.1580182320551123,9.329838048899099,1.2131083202511774,0.0,0.16833483172218086,-3.196298702633877,0.8348037724368725,1.6958670119066657,0.4272573641866851,False,False,False,False,False
